loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,1,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,zip_code,addr_state,dti,open_acc,revol_bal,revol_util,total_acc,application_type,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
15000,15000, 36 months,10.49%,487.47,B,B2, technician mechanic,10+ years,MORTGAGE,235000,Verified,Issued,small_business,Business,957xx,CA,17.14,10,14808,62%,25,INDIVIDUAL,529528,3,52953,0,637601,124271,20300,184746
6000,6000, 36 months,13.49%,203.59,C,C2, Warrant Officer 1,3 years,RENT,53000,Source Verified,Issued,credit_card,Credit card refinancing,336xx,FL,9.92,3,4532,80.90%,5,INDIVIDUAL,22771,3,7590,0,27396,22771,5600,21796
28000,28000, 60 months,13.49%,644.14,C,C2, Wheel assembly ,4 years,RENT,80000,Not Verified,Issued,car,Car financing,160xx,PA,19.59,11,9511,37.70%,14,INDIVIDUAL,30901,4,3863,0,62906,30901,15500,37706
35000,35000, 60 months,15.99%,850.95,C,C5, X ray tech,3 years,MORTGAGE,60000,Source Verified,Issued,debt_consolidation,Debt consolidation,967xx,HI,26.04,9,5892,76.50%,14,JOINT,594681,3,66076,0,636412,41231,3200,54677
10000,10000, 36 months,14.99%,346.61,C,C4,"""A"" Repairman",10+ years,OWN,28000,Source Verified,Issued,debt_consolidation,Debt consolidation,704xx,LA,20.49,6,3703,31.10%,15,INDIVIDUAL,11005,6,1834,0,25046,11005,7000,13146
6025,6025, 36 months,13.99%,205.9,C,C3,.,6 years,MORTGAGE,65000,Not Verified,Issued,home_improvement,Home improvement,023xx,MA,22.25,16,13443,48.70%,43,INDIVIDUAL,317710,5,22694,0,377595,22593,9000,14322
12000,12000, 60 months,13.99%,279.16,C,C3,06 electrician,3 years,MORTGAGE,65000,Not Verified,Issued,debt_consolidation,Debt consolidation,800xx,CO,18.97,19,23999,46.20%,33,INDIVIDUAL,32458,8,1803,0,67685,32458,40100,15785
15000,15000, 36 months,11.49%,494.57,B,B5,0wner,1 year,OWN,100000,Source Verified,Issued,debt_consolidation,Debt consolidation,773xx,TX,13.3,16,10913,72.80%,30,INDIVIDUAL,387262,6,24204,0,409719,57305,11000,61860
12000,12000, 36 months,11.49%,395.66,B,B5,1 year,10+ years,RENT,58356,Source Verified,Issued,debt_consolidation,Debt consolidation,908xx,CA,29.02,9,24815,69.90%,20,INDIVIDUAL,39651,3,4406,0,66630,39651,31100,31130
3000,3000, 36 months,18.99%,109.96,D,D3,100% Inspector,< 1 year,RENT,40000,Source Verified,Issued,vacation,Vacation,121xx,NY,24.22,4,2147,45.70%,4,INDIVIDUAL,27408,3,6852,0,51365,27408,2200,46665
3000,3000, 36 months,18.99%,109.96,D,D3,"100% Owner, Director/Operations",n/a,RENT,20832,Verified,Issued,other,Other,112xx,NY,7.89,2,6011,76.10%,4,INDIVIDUAL,6011,1,3006,0,7900,6011,7900,0
3000,3000, 36 months,14.99%,103.99,C,C4,12- month full time school bus operator,< 1 year,MORTGAGE,65000,Verified,Issued,medical,Medical expenses,208xx,MD,14.07,13,19776,92.80%,15,INDIVIDUAL,258334,0,19872,0,380129,42018,17500,51785
21000,21000, 60 months,13.99%,488.53,C,C3,12 volt Installer,1 year,MORTGAGE,70000,Verified,Issued,debt_consolidation,Debt consolidation,027xx,MA,16.28,18,21535,31.50%,36,INDIVIDUAL,163848,5,9103,0,224300,30399,56400,18000
14000,14000, 60 months,12.74%,316.69,C,C1,15 years ,10+ years,OWN,125000,Not Verified,Issued,credit_card,Credit card refinancing,207xx,MD,16.15,15,832,5%,38,INDIVIDUAL,347923,12,23195,0,381777,42010,12000,56226
8000,8000, 36 months,11.44%,263.58,B,B4,150 operator union ,n/a,MORTGAGE,9744,Verified,Issued,home_improvement,Home improvement,891xx,NV,52.71,13,2703,17.10%,20,JOINT,183827,7,14141,0,245492,2703,11200,0
5000,5000, 36 months,14.99%,173.31,C,C4,153m,3 years,OWN,60000,Source Verified,Fully Paid,home_improvement,Home improvement,851xx,AZ,13.32,5,92,9.20%,17,INDIVIDUAL,179422,3,35884,0,185398,25092,1000,28770
26375,26375, 60 months,13.49%,606.75,C,C2,1842 Managment Assistant ,2 years,MORTGAGE,57000,Source Verified,Issued,debt_consolidation,Debt consolidation,672xx,KS,34.46,9,33918,66.50%,18,INDIVIDUAL,119252,0,13250,0,179607,50511,17500,39007
4000,4000, 36 months,11.49%,131.89,B,B5,1LT (P),4 years,RENT,60000,Source Verified,Issued,moving,Moving and relocation,770xx,TX,4.14,6,1785,10.60%,13,INDIVIDUAL,6432,2,1072,0,21800,6432,12800,5000
3500,3500, 36 months,11.49%,115.4,B,B5,1SBCT Fleet Management Team ,10+ years,MORTGAGE,60000,Verified,Issued,major_purchase,Major purchase,325xx,FL,34.06,9,14220,62.90%,14,INDIVIDUAL,226882,3,28360,0,286222,47884,14000,70191
11200,11200, 60 months,12.74%,253.35,C,C1,1SG First Sergeant,n/a,RENT,23600,Not Verified,Issued,credit_card,Credit card refinancing,328xx,FL,27.62,11,7120,33.10%,26,INDIVIDUAL,13096,2,1455,0,33972,13096,3000,12472
10000,10000, 36 months,10.49%,324.98,B,B2,1st Assitant manager,n/a,MORTGAGE,110000,Source Verified,Issued,debt_consolidation,Debt consolidation,368xx,AL,11.04,10,10255,71%,18,INDIVIDUAL,123430,4,12343,0,136470,42438,11750,35983
4200,4200, 36 months,13.49%,142.51,C,C2,1st class chief,1 year,RENT,15000,Verified,Issued,debt_consolidation,Debt consolidation,112xx,NY,43.12,16,8451,36.10%,18,JOINT,8451,17,528,0,23400,8451,2600,0
16000,16000, 36 months,14.99%,554.57,C,C4,1st cook,1 year,MORTGAGE,65500,Source Verified,Issued,debt_consolidation,Debt consolidation,357xx,AL,14.91,5,12472,62.40%,42,INDIVIDUAL,135510,5,27102,0,141160,135510,20000,121160
21000,21000, 60 months,14.99%,499.48,C,C4,1st Grade Teacher,5 years,RENT,78780,Not Verified,Issued,debt_consolidation,Debt consolidation,972xx,OR,29.61,15,27708,60.10%,31,INDIVIDUAL,90606,4,6040,0,119752,90606,37300,73652
25000,25000, 60 months,13.99%,581.58,C,C3,1st Grade Teacher,9 years,MORTGAGE,150000,Not Verified,Issued,debt_consolidation,Debt consolidation,958xx,CA,10.16,11,9898,50.80%,17,INDIVIDUAL,427047,5,38822,0,454373,58299,15900,61318
10500,10500, 60 months,30.84%,345.15,G,G2,1st SGT,< 1 year,RENT,45000,Source Verified,Current,medical,Medical expenses,813xx,CO,17.25,11,7061,56.50%,27,INDIVIDUAL,22148,11,2215,0,28827,22148,3400,16327
15000,15000, 36 months,6.99%,463.09,A,A2,1stVP Senior Manager,3 years,MORTGAGE,80000,Not Verified,Issued,credit_card,Credit card refinancing,076xx,NJ,18.71,5,1844,31.80%,14,INDIVIDUAL,58369,3,11674,0,84465,58369,5800,78665
18000,18000, 60 months,16.99%,447.25,D,D1,21st CCLC Coordinator,10+ years,RENT,260000,Source Verified,Issued,debt_consolidation,Debt consolidation,926xx,NY,6.29,20,20440,53.60%,24,INDIVIDUAL,40324,23,2016,0,63890,40324,33500,25790
5600,5600, 36 months,11.44%,184.51,B,B4,22-3 Driver,6 years,RENT,37000,Verified,Issued,major_purchase,Major purchase,928xx,CA,20.27,5,4609,47%,7,INDIVIDUAL,16999,1,3400,0,35371,16999,9500,25571
24000,24000, 36 months,13.99%,820.15,C,C3,"24"" Mill Operator",3 years,MORTGAGE,125000,Source Verified,Issued,major_purchase,Major purchase,614xx,IL,9.84,10,16997,56.30%,41,INDIVIDUAL,202762,4,20276,0,269211,27134,12600,31111
10000,10000, 36 months,11.49%,329.72,B,B5,250 Park Ave,10+ years,RENT,67000,Source Verified,Issued,debt_consolidation,Debt consolidation,986xx,WA,12.29,13,20252,41.90%,43,INDIVIDUAL,20252,5,1558,0,48300,20252,38200,0
16000,16000, 60 months,16.99%,397.56,D,D1,25u,< 1 year,RENT,100000,Not Verified,Issued,debt_consolidation,Debt consolidation,194xx,PA,33.59,13,31664,94.20%,27,INDIVIDUAL,76276,1,6356,0,122802,76276,31700,89202
33425,33425, 60 months,15.99%,812.66,C,C5,2nd Assist Engineer,5 years,MORTGAGE,31872,Verified,Issued,debt_consolidation,Debt consolidation,982xx,WA,58.92,9,23601,54.40%,18,JOINT,446073,4,49564,0,518909,54870,5200,68253
16000,16000, 36 months,5.32%,481.84,A,A1,2nd Assistant Manager,10+ years,MORTGAGE,85000,Not Verified,Issued,home_improvement,Home improvement,606xx,IL,14.6,9,8306,18.70%,18,INDIVIDUAL,48436,4,6055,0,96550,48436,44400,52150
15000,15000, 36 months,5.32%,451.73,A,A1,2nd Asst Woodyard ,10+ years,MORTGAGE,83000,Source Verified,Issued,other,Other,104xx,NY,7.5,10,10096,75.30%,19,INDIVIDUAL,415827,1,51978,0,469622,15972,11900,9479
23000,23000, 36 months,7.49%,715.34,A,A4,2nd class,10+ years,MORTGAGE,141000,Not Verified,Issued,credit_card,Credit card refinancing,582xx,ND,4.38,5,22730,37.10%,28,INDIVIDUAL,229192,5,45838,0,281300,22730,50000,0
35000,35000, 36 months,19.99%,1300.55,D,D4,2nd Engineer,3 years,MORTGAGE,112000,Source Verified,Issued,debt_consolidation,Debt consolidation,802xx,CO,24.44,19,22680,71.10%,48,INDIVIDUAL,290634,7,15297,0,334860,95121,9400,98160
5300,5300, 36 months,11.49%,174.75,B,B5,2nd Grade Teacher,10+ years,MORTGAGE,103000,Not Verified,Issued,medical,Medical expenses,840xx,UT,17.5,16,35869,53.90%,40,INDIVIDUAL,396965,5,24810,0,482838,53628,48800,30315
4800,4800, 36 months,13.49%,162.87,C,C2,2nd grade teacher,2 years,MORTGAGE,27000,Source Verified,Issued,debt_consolidation,Debt consolidation,537xx,WI,23.64,7,2088,69.60%,24,INDIVIDUAL,13608,6,1944,0,18115,13608,0,15115
8500,8500, 36 months,7.99%,266.32,A,A5,2nd pressman,n/a,OWN,60000,Verified,Issued,debt_consolidation,Debt consolidation,765xx,TX,26.08,4,23327,56.20%,17,INDIVIDUAL,23453,1,5863,0,46211,23453,30000,0
15000,15000, 36 months,8.24%,471.71,B,B1,2nd PRESSMAN,2 years,MORTGAGE,126560,Source Verified,Issued,credit_card,Credit card refinancing,122xx,NY,17.02,20,14965,60.60%,25,INDIVIDUAL,174517,5,8726,0,211285,83033,15800,89442
35000,35000, 60 months,11.39%,767.81,B,B3,2nd Pressman ,5 years,MORTGAGE,102000,Source Verified,Issued,debt_consolidation,Debt consolidation,442xx,OH,25.59,12,12305,46.30%,22,JOINT,297868,4,24822,0,358203,60400,22100,85578
10000,10000, 36 months,12.74%,335.69,C,C1,2nd Shift Custodial Supervisor ,4 years,MORTGAGE,52000,Not Verified,Issued,home_improvement,Home improvement,531xx,WI,22.39,10,7621,54.40%,13,INDIVIDUAL,206016,5,20602,0,227789,33853,8000,39787
8000,8000, 36 months,12.74%,268.56,C,C1,2nd shift lead manager,2 years,RENT,50000,Source Verified,Issued,debt_consolidation,Debt consolidation,731xx,OK,12.55,7,5041,55.40%,13,INDIVIDUAL,23498,6,3357,0,33622,23498,4300,24522
15000,15000, 60 months,14.99%,356.78,C,C4,2nd Shift Supervisor,1 year,MORTGAGE,110000,Source Verified,Issued,debt_consolidation,Debt consolidation,782xx,TX,8.52,4,5489,87.10%,14,INDIVIDUAL,40715,4,10179,0,43706,40715,2300,37406
15000,15000, 36 months,14.99%,519.91,C,C4,2nd shift supervisor,10+ years,MORTGAGE,68000,Not Verified,Issued,credit_card,Credit card refinancing,890xx,NV,27.57,11,18653,43.70%,18,INDIVIDUAL,319851,4,29077,0,373437,51126,19400,50900
4000,4000, 36 months,11.49%,131.89,B,B5,2nd Stage tire builder,10+ years,MORTGAGE,90000,Not Verified,Issued,debt_consolidation,Debt consolidation,617xx,IL,12.6,10,3651,26.50%,33,INDIVIDUAL,36560,5,4062,0,56951,36560,6700,43151
6825,6825, 36 months,15.99%,239.92,C,C5,3-11 Nursing Supervisor,4 years,OWN,30000,Not Verified,Issued,debt_consolidation,Debt consolidation,346xx,FL,19.52,3,6321,38.50%,10,INDIVIDUAL,14792,2,4931,0,28700,14792,13900,12300
2500,2500, 36 months,11.49%,82.43,B,B5,37 steak gm,n/a,MORTGAGE,48987.36,Not Verified,Issued,other,Other,113xx,NY,12.98,8,17710,65.80%,34,INDIVIDUAL,339685,2,56614,0,351900,17710,9000,0
21000,21000, 36 months,7.99%,657.97,A,A5,3D animation,8 years,RENT,95000,Not Verified,Issued,debt_consolidation,Debt consolidation,900xx,CA,10.98,8,19843,61.10%,14,INDIVIDUAL,24553,1,3069,0,57193,24553,28000,22625
20000,20000, 60 months,18.99%,518.71,D,D3,3pl representative ,5 years,RENT,80000,Source Verified,Issued,debt_consolidation,Debt consolidation,926xx,CA,18.19,22,19311,65.70%,38,INDIVIDUAL,159201,7,7236,0,148339,159201,7000,113178
17000,17000, 60 months,12.74%,384.55,C,C1,3rd Grade Teacher at Park Meadows School,10+ years,MORTGAGE,42889,Not Verified,Issued,debt_consolidation,Debt consolidation,325xx,FL,22.58,19,16050,74.30%,36,INDIVIDUAL,125964,0,6630,0,135092,71177,14600,56407
10000,10000, 36 months,12.74%,335.69,C,C1,3rd manager ,10+ years,RENT,48000,Source Verified,Issued,debt_consolidation,Debt consolidation,900xx,CA,10.34,15,3211,37.30%,22,INDIVIDUAL,12915,6,861,0,18925,12915,4900,10325
20000,20000, 60 months,13.49%,460.1,C,C2,3rd Shift Lead,n/a,OWN,80000,Verified,Issued,debt_consolidation,Debt consolidation,185xx,PA,22.31,14,13293,42%,28,INDIVIDUAL,48221,5,4018,0,104692,48221,9950,73142
25000,25000, 60 months,13.49%,575.12,C,C2,3rd shift mod crew,10+ years,MORTGAGE,50000,Not Verified,Issued,debt_consolidation,Debt consolidation,720xx,AR,18.41,8,5604,13.80%,30,INDIVIDUAL,104275,2,13034,0,162308,40345,28000,45961
20500,20500, 36 months,14.99%,710.54,C,C4,3rd shift stocker,n/a,OWN,58000,Verified,Issued,credit_card,Credit card refinancing,281xx,NC,17.09,10,14434,57.30%,20,INDIVIDUAL,58084,3,6454,0,66400,58084,0,41200
4200,4200, 36 months,18.99%,153.94,D,D3,3rd shift supervisor,2 years,RENT,26000,Verified,Issued,car,Car financing,100xx,NY,10.3,8,4345,83.60%,11,INDIVIDUAL,25643,1,3205,0,22450,25643,4200,17250
10000,10000, 36 months,13.49%,339.31,C,C2,3-year-old Teacher,7 years,RENT,95000,Source Verified,Issued,debt_consolidation,Debt consolidation,752xx,TX,14.01,9,8940,24.20%,12,INDIVIDUAL,74377,11,8264,0,103666,74377,33800,66666
17000,17000, 36 months,11.49%,560.52,B,B5,401 (k) Service associate ,< 1 year,RENT,35000,Source Verified,Issued,debt_consolidation,Debt consolidation,441xx,OH,47.22,9,20136,73.50%,20,JOINT,32479,3,3609,0,57325,32479,22500,29925
14000,14000, 36 months,5.32%,421.61,A,A1,4th Grade Teacher,< 1 year,MORTGAGE,82000,Not Verified,Issued,other,Other,320xx,FL,3.83,10,4331,15.50%,27,INDIVIDUAL,153921,3,15392,0,202024,5814,18600,1858
25000,25000, 36 months,11.49%,824.29,B,B5,5th Grade Math and Science Teacher,3 years,RENT,120000,Not Verified,Issued,credit_card,Credit card refinancing,113xx,NY,9.56,16,23295,81.50%,22,INDIVIDUAL,41568,4,2771,0,64102,41568,28600,35502
17200,17200, 36 months,8.24%,540.9,B,B1,5th grade reading teacher,10+ years,MORTGAGE,130000,Not Verified,Issued,debt_consolidation,Debt consolidation,331xx,FL,13.66,15,41144,67.80%,27,INDIVIDUAL,187706,2,12514,0,238003,56318,46700,28983
12000,12000, 60 months,14.99%,285.42,C,C4,5th Grade Teacher,10+ years,MORTGAGE,106000,Not Verified,Issued,debt_consolidation,Debt consolidation,088xx,NJ,7.18,5,9042,95.20%,18,INDIVIDUAL,306085,2,61217,0,333290,25568,9500,26169
8000,8000, 36 months,11.39%,263.39,B,B3,5th Grade Teacher,10+ years,OWN,124000,Source Verified,Issued,debt_consolidation,Debt consolidation,750xx,TX,3.71,5,2986,16.10%,11,INDIVIDUAL,7465,1,1493,0,32415,7465,2000,13815
4000,4000, 36 months,5.32%,120.46,A,A1,5th grade teacher ,10+ years,MORTGAGE,155000,Not Verified,Issued,debt_consolidation,Debt consolidation,971xx,OR,19.94,11,3165,19.10%,25,INDIVIDUAL,440270,3,40025,0,515835,77947,11600,116153
7750,7750, 36 months,15.99%,272.43,C,C5,5th period apprentice,1 year,OWN,20400,Source Verified,Issued,home_improvement,Home improvement,482xx,MI,18.29,11,5391,19.10%,11,INDIVIDUAL,5391,6,490,0,28200,5391,13800,0
5000,5000, 36 months,11.44%,164.74,B,B4,6 Sigma Black Belt,10+ years,RENT,42000,Verified,Issued,other,Other,633xx,MO,22.06,10,4833,89.50%,17,INDIVIDUAL,47124,4,4712,0,41925,47124,4500,36525
28000,28000, 36 months,18.99%,1026.23,D,D3,6th grade ELA teacher ,6 years,MORTGAGE,650000,Verified,Issued,home_improvement,Home improvement,928xx,CA,5.91,13,26259,24%,23,INDIVIDUAL,833367,7,64105,0,921596,57374,48150,57646
30000,30000, 60 months,13.49%,690.15,C,C2,6th Grade Teacher,n/a,MORTGAGE,72600,Source Verified,Issued,debt_consolidation,Debt consolidation,080xx,NJ,10.2,23,17111,19.80%,29,JOINT,159684,6,8404,0,235868,24293,53900,9575
9600,9600, 36 months,11.39%,316.07,B,B3,6th Grade Teacher,3 years,RENT,65000,Source Verified,Issued,debt_consolidation,Debt consolidation,928xx,CA,13.81,20,12184,70%,36,INDIVIDUAL,78407,3,3920,0,80524,78407,10300,63124
4200,4200, 36 months,8.24%,132.08,B,B1,6TH GRADE TEACHER,< 1 year,OWN,30000,Source Verified,Issued,other,Other,155xx,PA,19.84,15,8334,40.50%,23,INDIVIDUAL,9613,3,801,0,24200,9613,6900,3600
2500,2500, 36 months,11.44%,82.37,B,B4,7-12 English Teacher,n/a,RENT,25200,Verified,Issued,debt_consolidation,Debt consolidation,342xx,FL,13.67,5,1200,27.30%,9,INDIVIDUAL,6250,7,1250,0,10586,6250,0,6186
7000,7000, 36 months,28.69%,292.17,F,F1,8th grade English teacher,1 year,RENT,35000,Verified,Issued,debt_consolidation,Debt consolidation,630xx,MO,51.92,22,8737,54.90%,32,JOINT,82130,14,3733,0,86448,82130,8000,70548
10000,10000, 36 months,8.24%,314.48,B,B1,8th period apprentice ,10+ years,MORTGAGE,65000,Not Verified,Issued,home_improvement,Home improvement,280xx,NC,26.99,11,23079,83.60%,22,INDIVIDUAL,30244,1,2749,0,50466,30244,17500,22866
8000,8000, 36 months,10.49%,259.99,B,B2,911 call receiver ,10+ years,MORTGAGE,75000,Verified,Issued,other,Other,068xx,CT,13.09,9,5751,80.40%,13,INDIVIDUAL,327182,1,36354,0,360593,52131,3800,44687
5000,5000, 36 months,22.74%,192.88,E,E1,911 DISPATCH,5 years,RENT,43258,Source Verified,Issued,debt_consolidation,Debt consolidation,850xx,AZ,3.08,3,6206,65.30%,3,INDIVIDUAL,6206,2,2069,0,9500,6206,9000,0
35000,35000, 60 months,25.49%,1037.38,E,E4,911 Dispatch Supervisor,10+ years,MORTGAGE,96000,Verified,Issued,debt_consolidation,Debt consolidation,237xx,VA,7.89,10,8799,46.60%,43,INDIVIDUAL,147928,8,14793,0,175353,16751,15400,11911
3000,3000, 36 months,7.49%,93.31,A,A4,911 Dispatcher,2 years,MORTGAGE,50000,Not Verified,Issued,other,Other,808xx,CO,19.11,7,1053,10.50%,10,INDIVIDUAL,90107,3,12872,0,122698,23358,10000,36168
10600,10600, 60 months,16.99%,263.39,D,D1,911 Dispatcher,10+ years,MORTGAGE,66000,Source Verified,Issued,debt_consolidation,Debt consolidation,180xx,PA,22.96,13,32572,68.10%,16,INDIVIDUAL,387150,3,35195,0,450029,42669,37000,39172
25000,25000, 36 months,13.99%,854.32,C,C3,911 dispatcher,10+ years,MORTGAGE,90000,Verified,Issued,home_improvement,Home improvement,190xx,PA,1.27,4,1748,17%,11,JOINT,168939,0,42235,0,198300,1748,2200,0
16000,16000, 60 months,26.24%,481.33,E,E5,911 dispatcher,10+ years,MORTGAGE,125000,Not Verified,Issued,debt_consolidation,Debt consolidation,105xx,NY,11.65,16,12399,54.10%,33,INDIVIDUAL,394440,8,24653,0,416303,57653,15100,51624
4000,4000, 36 months,10.49%,130,B,B2,911 dispatcher,10+ years,RENT,43000,Source Verified,Issued,debt_consolidation,Debt consolidation,928xx,CA,3.13,3,3085,26.40%,6,INDIVIDUAL,3085,1,1028,0,11700,3085,5700,0
5000,5000, 36 months,16.99%,178.24,D,D1,911 Dispatcher,10+ years,OWN,36000,Not Verified,Issued,debt_consolidation,Debt consolidation,133xx,NY,32.23,5,8872,41.70%,11,INDIVIDUAL,39924,2,7985,0,60067,39924,21300,38767
4000,4000, 36 months,15.99%,140.61,C,C5,911 dispatcher ,10+ years,OWN,11000,Source Verified,Issued,debt_consolidation,Debt consolidation,142xx,NY,25.88,7,5255,42.40%,8,INDIVIDUAL,5255,2,751,0,12400,5255,3100,0
15000,15000, 60 months,23.99%,431.44,E,E2,911 Dispatcher ,2 years,MORTGAGE,75000,Source Verified,Issued,other,Other,012xx,MA,18.9,11,4448,25.40%,16,INDIVIDUAL,186346,6,18635,0,225311,67963,16500,85076
35000,35000, 36 months,17.99%,1265.16,D,D2,911 operater,10+ years,MORTGAGE,127000,Source Verified,Issued,debt_consolidation,Debt consolidation,209xx,MD,29.86,19,40680,46.30%,27,INDIVIDUAL,684049,9,40238,0,842267,110985,73600,78754
2475,2475, 36 months,16.99%,88.23,D,D1,911 operator,3 years,RENT,40000,Verified,Issued,debt_consolidation,Debt consolidation,770xx,TX,13.65,6,882,14.20%,10,INDIVIDUAL,21501,8,3584,0,26377,21501,2500,20177
7000,7000, 36 months,10.49%,227.49,B,B2,911 Telecommunication,n/a,MORTGAGE,30000,Not Verified,Issued,credit_card,Credit card refinancing,933xx,CA,22,7,7262,54.60%,12,INDIVIDUAL,15819,2,2260,0,24710,15819,6500,11410
12000,12000, 60 months,23.99%,345.15,E,E2,911 Telecommunicator,3 years,RENT,52000,Source Verified,Issued,major_purchase,Major purchase,103xx,NY,8.33,8,10740,56.80%,9,INDIVIDUAL,20189,1,2524,0,28900,20189,17400,10000
10000,10000, 36 months,10.49%,324.98,B,B2,919A MAINTENANCE TECHNICIAN,10+ years,MORTGAGE,47000,Verified,Issued,credit_card,Credit card refinancing,801xx,CO,13.76,6,11097,41.30%,22,INDIVIDUAL,16384,5,2731,0,33328,16384,7500,6461
8000,8000, 36 months,11.49%,263.78,B,B5,A  auto body technican,9 years,MORTGAGE,29000,Source Verified,Issued,debt_consolidation,Debt consolidation,974xx,OR,11.47,12,7781,42.80%,14,INDIVIDUAL,195449,2,16287,0,206722,7781,8100,0
16000,16000, 60 months,22.74%,448.67,E,E1,A operator,10+ years,MORTGAGE,81000,Source Verified,Issued,other,Other,882xx,NM,19.07,8,19518,69%,22,INDIVIDUAL,316614,6,39577,0,331842,70641,21000,52492
24000,24000, 60 months,11.39%,526.5,B,B3,A Operator,10+ years,OWN,75000,Not Verified,Issued,credit_card,Credit card refinancing,356xx,AL,21.3,6,26661,71.10%,7,INDIVIDUAL,56654,2,9442,0,79526,56654,37500,42026
15950,15950, 36 months,10.49%,518.34,B,B2,A operator and statement recovery,7 years,MORTGAGE,72000,Not Verified,Issued,debt_consolidation,Debt consolidation,463xx,IN,11.07,9,4756,27.50%,33,INDIVIDUAL,121316,1,15165,0,164280,28165,5800,30980
5000,5000, 36 months,10.49%,162.49,B,B2,A&P Mechanic,4 years,RENT,39000,Not Verified,Issued,debt_consolidation,Debt consolidation,212xx,MD,10.18,12,1574,27.60%,20,INDIVIDUAL,95232,2,7936,0,95209,95232,2000,89509
29000,29000, 36 months,18.99%,1062.88,D,D3,A/B Deck Tankerman,10+ years,OWN,58000,Not Verified,Issued,debt_consolidation,Debt consolidation,925xx,CA,28.92,16,50694,40.90%,35,INDIVIDUAL,246655,4,16444,0,350982,55014,123000,27082
15000,15000, 36 months,16.99%,534.72,D,D1,A/c tech,10+ years,MORTGAGE,45000,Not Verified,Issued,debt_consolidation,Debt consolidation,476xx,IN,32.88,10,10112,79.60%,22,INDIVIDUAL,104319,3,10432,0,175571,31245,8700,44871
